"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"Frame spot light, black and white, moving object, anti-glare, 7 cm, strong material, with a special price.","فريم سبوت لايت اسود ابيض جرم متحرك ضد التوهج 7 سم خامة قوية مع سعر مميز.","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","2.30","3.72"
"GU10 bulb base.","قاعدة لمبة GU10.","Beautiful material, practical LED bulb base, appropriate length... excellent overall","خامة جميلة قاعدة لمبة ليد<br>عملية<br>طولها مناسب.. ممتازة عموما","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","0.68","1.10"
"GU10 bulb, yellow, 6 watt","لمبة GU10 لون الانارة اصفر 6 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","2.59","4.19"
"Spotlight bulb GU10, light color, solar cream, 7 watts, high quality lighting and practical design TOEFL","لمبة سبوت لايت GU10 لون الانارة شمسي كريمي 7 واط اضاءة بجودة عالية وتصميم عملي توفل","This light bulb has high energy efficiency and a long lasting life of approximately 25,000 hours and emits pure and gentle light, allowing the natural colors of your room to shine and shine.<br>- Bulbs that meet most needs with an innovative, compact design<br>- The product is environmentally friendly, mercury-free, lead-free, and From infrared or ultraviolet rays.<br>- It does not cause heat to the surrounding place and has a long lifespan<br>- Easy to assemble and install<br>- Supports all products and suits all decors<br>There are no comments for this product.","تمتلك لمبة الإضاءة هذه توفير عالي للطاقة وأمد طويل يقارب لما يصل 25,000 ساعة وتنشر إضاءة نقية ولطيفة مما تسمح لألوان غرفتك الطبيعية بالسطوع والاشراق.<br>- مصابيح تلبي معظم الاحتياجات ذات تصميم ابتكاري مدمج<br>- المنتج صديق للبيئة خالي من الزئبق والرصاص وخالية من الأشعة تحت الحمراء أو الأشعة فوق البنفسجية.<br>- لا تسبب حرارة للمكان المحيط وعمرها الافتراضي طويل<br>- سهلة التركيب والتثبيت<br>- تدعم جميع المنتجات وتناسب جميع الديكورات<br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","4.03","6.52"
"GU10 bulb, white, 6 watt","لمبة GU10 لون الانارة ابيض 6 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","2.59","4.19"
"16.5/8.5 inch black aluminum removable anti-glare dual spot frame","إطار جرم سبوت ثنائي اسود المنيوم متحرك مانع للتوهج 16.5/8.5","- It fits well with all types and needs of interior lighting <br>- Creates more consistency in window lighting to give you glare-free light <br>- Design that gives perfect heat transmittance<br>- Safe and sound materials<br>- Made of high quality materials Quality<br>- The ideal solution for lamp replacement <br>There are no reviews for this product.","- يتناسب بشكل جيد مع جميع أنواع واحتياجات الإضاءة الداخلية <br>- يخلق مزيد من التناسق في الانارة النافذة ليمنحك ضوء خالي من الوهج <br>- تصميم يمنح نفاذية حرارة مثالية<br>- مواد امنة وسليمة<br>- مصنوعة من مواد عالية الجودة<br>- الحل المثالي لتبديل المصابيح <br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","15.53","25.13"
"Rose moving spotlight frame, white cover, 7 cm, anti-glare","إطار جرم سبوت متحرك روز غطاء ابيض 7 سم مانع للتوهج","- It fits well with all types and needs of interior lighting <br>- Creates more consistency in window lighting to give you glare-free light <br>- Design that gives perfect heat transmittance<br>- Safe and sound materials<br>- Made of high quality materials Quality<br>- The ideal solution for lamp replacement <br>There are no reviews for this product.","- يتناسب بشكل جيد مع جميع أنواع واحتياجات الإضاءة الداخلية <br>- يخلق مزيد من التناسق في الانارة النافذة ليمنحك ضوء خالي من الوهج <br>- تصميم يمنح نفاذية حرارة مثالية<br>- مواد امنة وسليمة<br>- مصنوعة من مواد عالية الجودة<br>- الحل المثالي لتبديل المصابيح <br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","4.60","7.44"
"GU10 bulb, lighting color, RGB, snowy, cloudy, power, 9 watts","لمبة GU10 لون الانارة ملون RGB ثلجي غائم القدرة 9 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","28.75","46.52"
"Black aluminum triple spot frame, anti-glare, movable, 8.5/25 cm","إطار جرم سبوت ثلاثي اسود المينيوم متحرك مانع للتوهج 8.5/25 سم","- It fits well with all types and needs of interior lighting <br>- Creates more consistency in window lighting to give you glare-free light <br>- Design that gives perfect heat transmittance<br>- Safe and sound materials<br>- Made of high quality materials Quality<br>- The ideal solution for lamp replacement <br>There are no reviews for this product.","- يتناسب بشكل جيد مع جميع أنواع واحتياجات الإضاءة الداخلية <br>- يخلق مزيد من التناسق في الانارة النافذة ليمنحك ضوء خالي من الوهج <br>- تصميم يمنح نفاذية حرارة مثالية<br>- مواد امنة وسليمة<br>- مصنوعة من مواد عالية الجودة<br>- الحل المثالي لتبديل المصابيح <br>لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","22.64","36.63"
"Flashlight body, black with anti-glare moving white, 14 cm","جرم كشاف لون اسود مع ابيض متحرك مانع للتوهج 14 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a5e3c58dce04055a05f5b","664a3d90b1c689cd118f5d34","8.63","13.96"
