"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"Black ceiling lighting, 7 cm cylinder spotlight, 7 watts, with a beautiful and practical design. Yellow ceiling lighting is comfortable for the eyes.","اضاءة سقف اسود كشاف سلندر 7 سم 7 واط بتصميم جميل وعملي إنارة سقف صفراء مريحة للعيون .","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight, 7 cm in diameter and 7 watts of power.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features warm yellow ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and add an unparalleled aesthetic touch to your spaces.<br>Excellent prices, cheaper than stores.<br>Its lighting is strong and even looks useful as decoration.<br>A wonderful cylinder head light.<br>Its price is suitable for its quality.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 7 سم وقوة 7 واط.<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الأصفر الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>أسعار ممتازه ارخص من المحلات<br>اضاءته قويه حتى شكله ينفع كديكور<br>كشاف سلندر رووووعة<br>سعره مناسب لجودته","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","4.89","7.91"
"Black ceiling lighting, 11.5 cm cylinder spotlight, 15 watts, yellow ceiling lighting design, practical design and beautiful lighting.","اضاءة سقف اسود كشاف سلندر 11.5 سم 15 واط بتصميم إنارة سقف صفراء تصميم عملي واضاءة جميلة .","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight with a diameter of 11.5 cm and a power of 15 watts, if the cover is black.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it is characterized by warm yellow ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and adds an unparalleled aesthetic touch to your spaces. <br> Mashallah, same specifications as in the picture, good quality and good price.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 11.5 سم وقوة 15 واط لو الغطاء اسود .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الاصفر الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>ماشاء الله نفس المواصفات الي في الصورة جودته عالبة وسعره حلو","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","9.35","15.13"
"Lighting color, yellow, ceiling cylinder spotlight, 10 watts, 9 cm, white shape cover, classic design.","اضاءة لون الانارة اصفر سقف كشاف سلندر 10 واط 9 سم غطاء شكل ابيض بتصميم كلاسيكي  .","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight, 9 cm in diameter, 10 watts, and white color cover<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features warm yellow ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and add an unparalleled aesthetic touch to your spaces.<br>By God, their treatment is nice and their price is an excellent cylinder head light<br>A powerful cylinder head light","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 9 سم وقوة 10 واط غطاء لون ابيض<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الأصفر الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>والله جميل تعاملهم حلو سعرهم كشاف سلندر ممتاز<br>كشاف سلندر مرة قوي","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","6.11","9.89"
"Cylinder headlight, white cover, lighting color, cream, solar, 15 watts, 11.5 cm","كشاف سلندر غطاء ابيض انارة لون الانارة كريمي شمسي 15 واط 11.5 سم","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight with a diameter of 11.5 cm and a power of 15 watts, if the cover is white.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features ceiling lighting in a warm solar color that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and adds an unparalleled aesthetic touch to your spaces.<br>There are no comments for this product.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 11.5 سم وقوة 15 واط لو الغطاء ابيض .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الشمسي الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","9.35","15.13"
"Black cylindrical cylinder head, moving frame, GU10 bulb","جرم سلندر اسود اسطواني اطار متحرك لمبة GU10","<br>There are no reviews for this product.","
<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","14.31","23.15"
"GU10 single cylinder head, black, 9.8*10 mm","جرم سلندر GU10 مفرد دائري اسود 9.8*10 ملم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","8.63","13.96"
"Cylinder headlight, white cover, with cream colored solar lighting, 7 watts, 7 cm","كشاف سلندر غطاء ابيض مع لون الانارة كريمي شمسي 7 واط 7 سم","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight with a diameter of 7 cm and a power of 7 watts, if the cover is white.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features ceiling lighting in a warm solar color that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and adds an unparalleled aesthetic touch to your spaces.<br>There are no comments for this product.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 7 سم وقوة 7 واط لو الغطاء ابيض .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الشمسي الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","4.89","7.91"
"Black ceiling lighting, cylinder spotlight, 9 cm, 10 watts, yellow ceiling lighting, high quality and practical design.","اضاءة سقف اسود كشاف سلندر 9 سم 10 واط إنارة سقف صفراء جودة عالية وتصميم عملي .","Discover elegant and practical ceiling lighting that adds a touch of elegance and brightness to your spaces with the cylinder ceiling spotlight, with a diameter of 9 cm and a power of 10 watts, and the color of the cover is black.<br>
<br>Enjoy bright lighting that gives you a warm and comfortable atmosphere, as it features warm yellow ceiling lighting that adds warmth and comfort to the eyes, creating a comfortable atmosphere in any place you want to light.<br>The cylinder design combines elegance and practicality, as it fits perfectly with Various ceiling decorations, and it is characterized by high build quality that ensures you enjoy durable and reliable lighting.<br>Enjoy ceiling lighting that combines outstanding performance and sophisticated design, and make your home or office shine with the best lighting solutions.<br>Order now and get a unique lighting experience that meets all Your needs and add an unparalleled aesthetic touch to your spaces. <br>Nice material<br>Hummer is one of the best brands for ceiling lights.","اكتشف إضاءة السقف الأنيقة والعملية التي تضفي لمسة من الأناقة والإشراق على مساحاتك مع كشاف السقف السلندر بقطر 9 سم وقوة 10 واط لون الغطاء اسود .<br>
<br>تمتع بإضاءة ساطعة تمنحك أجواءً دافئة ومريحة، حيث تمتاز بإضاءة سقف باللون الأصفر الدافئ الذي يضفي دفئًا وراحة للأعين، مما يخلق جوًا مريحًا في أي مكان ترغب في إضاءته.<br>تصميم سلندر يجمع بين الأناقة والعملية، فهو يتناسب بشكل مثالي مع ديكورات السقوف المختلفة، كما يتميز بجودة بناء عالية تضمن لك الاستمتاع بإضاءة متينة وموثوقة.<br>استمتع بإضاءة سقف تجمع بين الأداء المتميز والتصميم الراقي، واجعل منزلك أو مكتبك يتألق بأفضل حلول الإضاءة.<br>اطلب الآن واحصل على تجربة إضاءة فريدة تلبي جميع احتياجاتك وتضفي لمسة جمالية لا مثيل لها على مساحاتك.<br>خامة حلوة<br>همر من أفضل الماركات لكشافات أنارة السقف","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","6.11","9.89"
"Single cylinder head, black, GU10, 75*110 mm","جرم سلندر مفرد دائري اسود GU10 75*110mm","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","7.19","11.63"
"Black rectangular cylinder head GU10","جرم سلندر مجوز مستطيل اسود GU10","Discover the perfect lighting with the black rectangular cylinder head! <br>There are no reviews for this product.","اكتشف الإضاءة المثالية مع جرم السلندر المجوز المستطيل الأسود! <br>لا يوجد أي تعليقات لهذا المنتج.","664a4486b1c689cd118f5d3b","664a3d90b1c689cd118f5d34","33.06","53.49"
