"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"It appears black, the color of the lighting is 3 lights, 30 watts","لطش ظاهر اسود لون الانارة 3اضاءات 30 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","16.54","26.76"
"LED ceiling lamps, incandescent lamp, white, 20 cm, 30 watts, lighting color, transparent reflector feature, gives you beautiful and quiet ceiling lighting.","لمبات ليد للسقف لمبة لطش لون الاضاءة ابيض 20 سم 30 واط لون الانارة خاصية عاكس شفاف يمنحك اضاءة سقف جميلة وهادئة.","Ceiling lights are excellent and practical.<br>Ceiling lights illuminate most of the house.<br>The best LED flood light.<br>It lights up the whole house. Very nice.<br>A practical and economical LED.","الكشافات السقفية ممتازه وعمليه<br>كشافات السقف نورت اغلب البيت<br>أفضل كشاف ليد لطش<br>بتضيء البيت كله حلوة جداً<br>ليد عملية واقتصادية","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","12.43","20.11"
"Ceiling lighting with high-quality 10 cm 6 watt panel spotlights. Yellow ceiling lighting that is comfortable for the eye with a practical design.","انارة السقف مع كشافات بنل لطش 10 سم 6 واط عالي الجودة إضاءة سقف صفراء مريحة للعين مع تصميم عملي.","I used it in my room and the lighting covered the room to a large extent<br>A nice price with high quality<br>Simple design and effective practical performance<br>The flashlights illuminate the house with sweetness and quality","استخدمتها عندي في الغرفة والاضاءة غطت الغرفه بشكل كبير<br>سعر حلو مع جودة عالية<br>تصميم بسيط واداء عملي فعال<br>الكشافات يضيء البيت بحلاووة وجودة","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","7.54","12.20"
"Black panel spotlight, yellow color, 30 cm, 30 watts","كشاف لطش بنل جرم اسود لون اصفر 30 سم 30 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","15.53","25.13"
"Ceiling lighting with a black spotlight, 20 cm, 18 watts, white ceiling lighting.","إنارة السقف مع كشاف لطش جرم اسود 20 سم 18 واط إضاءة سقف بلون إنارة ابيض .","Beautiful design and the flashlight I liked the most among the products, frankly<br>The black color gave a sweet design to the flashlight<br>New high lighting with a new design<br>The shape of the flashlights is unrivaled","تصميم جميل واكثر كشاف عجبني بين المنتجات صراحه<br>اللون الاسود اعطى تصميم حلو للكشاف<br>اضاءه عاليه جديد مع تصميم جديد<br>شكل الكشافات ما فيه منافس","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","9.35","15.13"
"Black body spotlight, yellow lighting color, 20 cm, 18 watts","كشاف لطش جرم اسود لون الانارة اصفر 20 سم 18 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","9.35","15.13"
"Solar panel flood light, cream color, 30 cm, 30 watts","كشاف لطش بنل لون شمسي كريمي 30 سم 30 واط","Very very wonderful

<br>Beautiful lighting and comfortable for the eyes<br>Excellent<br>I loved it in terms of the strength of the lighting","روعة جداً جداً

<br>جميل فى الاضاءة ومريح للعين<br>ممتاز<br>حبيته من حيث قوة الانارة

","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","14.38","23.27"
"Panel flood light, white, 20 cm, 30 watts","كشاف لطش بنل لون ابيض 20 سم 30 واط","LED panel spotlight with a simple and elegant design<br>
<br>Product specifications and features:<br>In short, this LED panel spotlight provides powerful and effective lighting with an elegant design and easy installation, making it an ideal choice for lighting various indoor spaces comfortably and aesthetically.<br>
<br>There are no reviews for this product."," كشاف ليد بنل بتصميم بسيط وأنيق<br>
<br>المواصفات والمزايا المنتج:<br>باختصار، فإن هذا الكشاف ليد بنل يوفر إضاءة قوية وفعالة مع تصميم أنيق وسهل التركيب، مما يجعله اختيارًا مثاليًا لإضاءة مختلف الأماكن الداخلية بشكل مريح وجمالي.<br>
<br>لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","16.96","27.44"
"Ceiling lighting, Latsh bulb, 10 cm, 6 watts, a white ceiling lighting of extreme beauty and brilliance, with high quality and design.","إضاءة سقف لمبة لطش 10 سم 6 واط إنارة سقف بيضاء في غاية الجمال والتألق بجودة وتصميم عالي.","Very cheap price with high lighting<br>Flashlights whiten the face, guys<br>I tried this product and the method of installing it is easy","سعر جدا رخيص مع إنارة عالية<br>الكشافات تبيض الوجه يا جماعة<br>جربت هذا المنتج وطريقة تركيبه سهل","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","7.54","12.20"
"It appears black and the lighting color is white, 30 watts","لطش ظاهر اسود لون الانارة أبيض 30 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","14.09","22.80"
"Flashlight, black, cream color, solar lighting, 20 cm, 18 watts","كشاف لطش جرم اسود لون الانارة شمسي كريمي 20 سم 18 واط","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a45a1b1c689cd118f5d42","664a3d90b1c689cd118f5d34","9.35","15.13"
