"productName","arabicName","productDescription","ardescription","productSubCategoryId","productCategoryId","productPrice","productMrp"
"Spotlight, burial searchlight, bright lighting, cream color, solar lighting, 7 cm, 7 watts, high precision in design and unparalleled quality in manufacturing and selection of materials.","سبوت لايت كشاف دفن إضاءة مشرقه لون الإضاءة شمسي كريمي 7 سم 7 واط دقة عالية في التصميم وجودة لا تضاهى في التصنيع واختيار الخامات.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant and warm light for the eyes<br>Excellent<br >God willing, the spotlight is very excellent<br>A good ceiling spotlight<br>The price is very special for the product<br>The light gives peace of mind","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>ممتازه<br>ما شاء الله ممتاز جدا الكشاف<br>كشاف سقف جيد<br>السعر جدا مميز مقابل المنتج<br>ضوه بيريح البال","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","2.88","4.66"
"Burial spotlight, bright lighting, yellow lighting color, 7 cm, 7 watts, high precision in design and unparalleled quality in manufacturing and selection of materials.","سبوت كشاف دفن إضاءة مشرقه لون الإضاءة اصفر 7 سم 7 واط دقة عالية في التصميم وجودة لا تضاهى في التصنيع واختيار الخامات.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses gentle and warm light for the eyes<br>Mashallah, trust me The handling and lighting are original, but if they make a better application for them.<br>High quality and outstanding performance, may God grant you wellness.<br>I have tried many lightings, but this is the best for me.<br>The design is once classy and the lighting is strong and focused. You deserve five stars.<br> >The natural colors in the room stood out more after I installed it.","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>ماشاءالله ثقه في التعامل وناره اصليه بس لو يعملون تطبيق افضل لهم<br>جودة عالية وأداء متميز، الله يعطيكم العافية.<br>سبق وجربت إنارات كثيرة، بس هذي الأفضل عندي.<br>التصميم مره راقي والإضاءة قوية ومركزة، تستاهلون الخمس نجوم.<br>الألوان الطبيعية في الغرفة برزت أكثر بعد ما ركبتها.","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","2.88","4.66"
"Downlight burial light, white, 7 cm, 7 watts, comfortable lighting for the eyes, with a beautiful design and high quality.","داون لايت كشاف دفن لون ابيض 7 سم 7 واط اضاءة مريحة للعيون بتصميم جميل وجودة عالية.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses gentle and warm light for the eyes<br>Modern design that suits Any decor<br>The lighting is bright and widely spread<br>The quality of the flashlight is excellent<br>The life of the flashlight is surprising and long<br>Your flashlights are of high quality and guaranteed","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>تصميم عصري يناسب أي ديكور<br>الإضاءة مشرقة ومنتشرة بشكل واسع<br>جودة الكشاف فوق الممتازة<br>عمر الكشاف مفاجئ ومطول<br>كشافاتكن جودة عالية ومضمونة","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","2.88","4.66"
"Duan Light, a multi-colored radiant buried ceiling spotlight (cream + yellow + white), 7 cm, 7 watts, luxurious and attractive lighting.","دوان لايت كشاف سقف دفن اشراقة متعددة الألوان ( كريمي + اصفر + ابيض ) 7 سم 7 واط اضاءة فاخرة وجذابة.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant and warm light for the eyes<br>Fast delivery service The handling is excellent.<br>Quality and reasonable price, you did not fail.<br>I tried it at home, unlike the rest of the flashlights, these lasted with me for a long time.","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>خدمة التوصيل سريعة والتعامل ممتاز.<br>جودة وسعر مناسب، ما قصرتوا.<br>جربتها عندي في البيت عكس بقية الكشافات هذه استمرت معي فترة طويله","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","3.67","5.94"
"Downlight buried ceiling spotlight, white lighting color, 14 cm, 15 watts, practical and beautiful design.","داون لايت كشاف سقف دفن لون الإضاءة ابيض 14 سم 15 واط تصميم عملي وجميل.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses gentle and warm light for the eyes<br>The lighting color is comfortable For the eye.<br>Light and easy to use, and the most important thing is that its light is strong.<br>May God bless you, this flashlight is practical and beautiful.<br>The best ceiling spotlight from long experience with this brand<br>The lighting is beautiful. Thank you.","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>لون الإضاءة مريح للعين.<br>خفيف وسهل الاستخدام، وأهم شيء ضوءه قوي.<br>الله يرزقكم، الكشاف هذا عملي وجميل.<br>أفضل كشاف سقف عن تجربة طويلة مع هذي الماركة<br>الاضاءه جميلةشكرا
","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","5.82","9.42"
"Duane Light is a multi-colored radiance burial light (solar + yellow + white), 14 cm, 15 watts, made of strong materials and a modern design that matches the standards of quality and beauty.","دوان لايت كشاف دفن اشراقة متعددة الألوان ( شمسي+ اصفر + ابيض ) لون 14 سم 15 واط بخامة قوية وتصميم عصري مطابق لمعايير الجودة والجمال.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant and warm light for the eyes<br>Illuminates the place beautifully Beautiful<br>This LED is economical<br>The LED lighting is excellent<br>It works well, but it has a long warranty<br>Its lighting is good","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>يضيء المكان بشكل جميل<br>هذي الليد اقتصاديه<br>اضاءة الليد ممتازه<br>عمله جيد غير انه فيه ضمان فترة طويله<br>اضاءته جيده","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","7.54","12.20"
"Spot burial light, bright lighting, bright and beautiful white lighting color, 10 cm, 10 watts, high precision in design and unparalleled quality in manufacturing and selection of materials.","سبوت كشاف دفن إضاءة مشرقه لون الإضاءة ابيض لامع وجميل 10 سم 10 واط دقة عالية في التصميم وجودة لا تضاهى في التصنيع واختيار الخامات.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant and warm light for the eyes<br>The spotlight is excellent in The ceiling<br>The spotlight is nice<br>The spotlight has strong illumination<br>Its price is excellent and its performance is high","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>الكشاف ممتاز في السقف<br>نور الكشاف حلو<br>كشاف انارته قوية<br>سعره ممتاز وادائه عالي","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","4.53","7.33"
"Anti-glare floodlight, white, yellow lighting color, 7 cm","كشاف مانع التوهج ابيض لون الانارة اصفر 7 سم","there are no comments for this product.","لا يوجد أي تعليقات لهذا المنتج.","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","7.54","12.20"
"Burial spotlight, cream solar color, 10 cm, 10 watts","كشاف دفن لون شمسي كريمي 10 سم 10 واط","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant, eye-warming light<br>There is no Reviews for this product.","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>لا يوجد أي تعليقات لهذا المنتج.","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","4.53","7.33"
"Downlight burial searchlight, yellow lighting color, 10 cm, 10 watts, practical design with comfortable lighting.","داون لايت كشاف دفن لون الاضاءة اصفر 10 سم 10 واط تصميم عملي بإضاءة مريحة.","These types of lights are designed to be free of toxic chemicals and change the concept of energy-consuming lamps by placing LED chips to last for long working hours and a long lifespan that guarantees you a high-quality and efficient product.<br>- A lamp with an elegant appearance that combines a modern style for room lighting that ensures your safety. And good visibility<br>- Resistant to high temperature <br>- Longer lifespan, up to 25,000 hours<br>- Can be easily installed on the ceiling or false ceilings <br>- Diffuses a pleasant and warm light for the eyes<br>Excellent and high quality I recommend it.<br>Distinctive, and I recommend it to anyone looking for a powerful flashlight.<br>I recommend it, especially for those who need strong lighting.","تم تصميم هذه الأنواع من الأضواء لتكون خالية من المواد الكيميائية السامة وتغير مفهوم المصابيح المستهلك للطاقة بوضع شرائح LED لتدوم لساعات عمل طويل وعمر افتراضي مديد يضمن لك منتج عالي الجودة والكفاءة.<br>- كشاف ذو مظهر انيق يجمع بين الطراز الحديث لإضاءة الغرف يضمن سلامتك ورؤية جيدة<br>- مقاومة لارتفاع درجة الحرارة <br>- عمر افتراضي يدوم لفترة أطول، حتى 25000 ساعة<br>- يمكن تثبيتها بسهولة على السقف أو الاسقف الزائفة <br>- تنشر إضاءة لطيفة ودافئة للعين<br>ممتاز وجودته عالية، أنصح فيه.<br>مميز، وأنصح به كل من يبحث عن كشاف قوي.<br>أنصح فيه، خصوصا للي يحتاج إضاءة قوية.","664a4602b1c689cd118f5d49","664a3d90b1c689cd118f5d34","4.53","7.33"
